n_hit,uid,aHIVdeath,aHIVslowrecov,aHIVtreatinit,alphaH,alphaHmul2010,atheta,chi,epsilonH,epsilonHmul2010,eta,j1A0,j2A0,j3A0,j4A0,kappa,lambdaH,muDc,muH1,muH2,muK,multiplier,omegaS0,pEhigh,phiH,phiHmul2010,pR,pT,rho,sageA15,sigma,smul,theta,zeta
38,34f318bf5d503af3777e31d6c86c8da8,4.51896739,0.838614562,1.602465073,0.954068226,1.045979444,25.34384699,0.180364624,0.30713431,0.532260901,0.612056152,0.54379563,0.473091065,0.549008995,0.47034857,0.14646001,0.959638097,0.114651955,0.001124212,0.114735834,0.018685961,1.125789512,0.032717613,0.416318723,2.959853128,4.073883182,0.730803985,0.001469511,0.003718809,0.614986542,0.000711022,0.845813237,0.093401512,0.403650478
38,4b15e03926325704f91e3e4aeb3171da,4.499331952,0.8439761,1.595729695,0.938885063,1.004319831,25.32334098,0.179648245,0.287152085,0.564821175,0.608624191,0.533461994,0.465324571,0.553407352,0.48600031,0.150816452,0.921439192,0.115445125,0.001099249,0.115805379,0.018604392,1.140722504,0.032950331,0.408874156,2.926510562,4.10205389,0.730020684,0.001479343,0.00392919,0.603652183,0.000702751,0.852940537,0.093318088,0.361144116
38,9e5174356c49f3c0e17b7e2443d84734,4.500500189,0.850191749,1.589701069,0.938822486,1.017278202,25.40282096,0.17909757,0.287743027,0.56818574,0.614452912,0.532387767,0.465629147,0.552791696,0.483958483,0.151419623,0.928626016,0.114970244,0.001075186,0.115951829,0.018704438,1.138971811,0.032927283,0.413916837,2.943825613,4.077966257,0.729589099,0.001505969,0.003580183,0.605708958,0.000700259,0.845309499,0.093302054,0.357692045
38,a9653dc59b14aa24ebb11cc3254f07b6,4.503104322,0.853920873,1.582074368,0.934855938,1.016521443,25.41829273,0.179004901,0.299215075,0.568832005,0.611780855,0.531026633,0.463579896,0.556487309,0.485106503,0.150805378,0.932183511,0.114603389,0.001027217,0.115580298,0.018764878,1.140754103,0.03301185,0.41153578,2.948478432,4.069437609,0.72957114,0.001499371,0.003767596,0.603365543,0.000696372,0.845916582,0.093206539,0.355440006
38,ce3865b9cf1a8ab0c0e498088a7c15d8,4.532846142,0.850797741,1.567428417,0.945978491,1.053817188,25.54829458,0.177603166,0.288071024,0.589904759,0.644593034,0.504896019,0.441116464,0.543247297,0.50693648,0.150533357,0.972812169,0.112717753,0.001162128,0.116748586,0.018897382,1.153412513,0.032745745,0.386931906,3.037799672,4.111414545,0.728019368,0.001473264,0.00334688,0.617643627,0.000675715,0.845580731,0.092734002,0.379689396
38,3791b5ca75da89f44bb5f59d825adf98,4.490186033,0.723071843,2.281970054,0.34209076,0.759365326,24.81000226,0.217754457,0.528598318,0.533689685,0.500021781,0.436428717,0.46879778,0.47057012,0.604760696,0.141999731,0.940254361,0.122746119,0.004412572,0.106684058,0.022056025,0.864053416,0.030068698,0.37198458,2.69750419,4.620681288,0.73033935,0.001480516,0.004152866,0.596999156,0.000762438,0.743965882,0.104814455,0.442328938
38,ff2e697c407e507a9cb44a03ea22d062,4.486699495,0.716310122,2.273511775,0.339810441,0.763114254,24.75801898,0.21747234,0.539132546,0.530089529,0.502945811,0.433739035,0.465340948,0.470260601,0.604267734,0.141613943,0.948248696,0.123413074,0.00442797,0.106319035,0.021989847,0.869040623,0.030059545,0.368186204,2.708606152,4.635788945,0.73127048,0.001457085,0.003950944,0.600992084,0.000765966,0.739019029,0.104679723,0.438361959
38,e8b86434647cb1e443f0d63e2fdf535e,1.402047372,1.218682401,1.080523794,0.37299427,0.617947424,17.37657271,0.221572487,0.268931509,1.142441473,0.631200215,0.443930334,0.227667767,0.490884048,0.579046665,0.098220234,0.863100517,0.130102477,0.005950686,0.05121826,0.017046681,1.372035731,0.041746368,0.356038802,3.736883654,1.432296766,0.701085427,0.001486534,0.002303078,0.905662904,0.000554086,1.083710453,0.096097693,0.370648197
38,a6e53f7902e13aa5e6486b566e346d39,1.403003871,1.210820574,1.073874434,0.379949361,0.612053231,17.38398549,0.221836329,0.264315844,1.135429152,0.629932657,0.446208053,0.226066155,0.494355235,0.579750231,0.098013315,0.859370527,0.129549463,0.005973683,0.051227155,0.017107958,1.374992943,0.04168621,0.35385312,3.729833731,1.426271,0.700245265,0.001464756,0.002471318,0.904467148,0.000553095,1.089151563,0.096011775,0.37700861
38,07dca6564d4fd6e4ad6159ee4d18a655,1.389664012,1.203819786,1.065055939,0.384375967,0.619078713,17.27632083,0.221588599,0.26908586,1.127789913,0.631528544,0.447141421,0.226394445,0.497476146,0.581285034,0.098054282,0.858852111,0.13018382,0.005988971,0.052428944,0.017111305,1.369153269,0.041729485,0.351093406,3.740460765,1.442248946,0.700202864,0.001474513,0.002640869,0.905650928,0.000550442,1.084265703,0.095950265,0.370632003
38,9bde60a7b6a9cdbf45064a4211053472,1.392698598,1.21121622,1.067068052,0.382137537,0.613039075,17.18082092,0.222063345,0.264955866,1.119857099,0.62826675,0.445255806,0.224972123,0.494098417,0.581005184,0.098061262,0.863839819,0.130480066,0.005997629,0.051671297,0.017047119,1.371147332,0.041726718,0.35068723,3.740232158,1.436949715,0.700260474,0.001497097,0.002367264,0.903847511,0.00054884,1.078952638,0.095926186,0.37366595
38,bcc56e6b5c4d1a0b2a8553322c7f978f,1.460720668,1.204973814,0.984558277,0.364913541,0.610125413,16.80118766,0.219288501,0.292212323,1.06022898,0.643829118,0.456387462,0.212352389,0.493243985,0.587641904,0.102368744,0.777127799,0.139943466,0.00563152,0.053499816,0.016723617,1.37745402,0.042400464,0.360908468,3.822983025,1.268062156,0.692671664,0.001455355,0.003484983,0.924082371,0.000564595,1.053861905,0.094832912,0.342796993
38,3229e95edb0499938bd57a1e80659681,1.461756153,1.197795897,0.977769599,0.372027407,0.615532804,16.83785866,0.218866784,0.299903788,1.062255258,0.646088306,0.454319716,0.216097737,0.496710876,0.583898206,0.101480114,0.782312824,0.139455049,0.005649494,0.05481282,0.016800581,1.37797106,0.042371458,0.35861896,3.835346661,1.276481263,0.692151916,0.001453307,0.003552326,0.921326119,0.000565625,1.058366006,0.094673535,0.349427333
38,e8637ae2ca8e0a68cc9c6e7571a12a8a,1.45248392,1.191968607,0.989941529,0.365624577,0.613522463,16.85036976,0.218464939,0.293231848,1.053098843,0.644796286,0.45516532,0.214440769,0.494920678,0.584947631,0.100609485,0.782021272,0.138981536,0.005656125,0.054360149,0.01684753,1.38389299,0.042360441,0.355592146,3.839771324,1.284354204,0.692012206,0.001435549,0.003816763,0.918809155,0.0005671,1.056641164,0.094633878,0.33793232
38,62df569be4408ee3390fc0637a3f4dc7,1.438374482,1.188934393,0.977952051,0.369157003,0.622090225,16.89193087,0.217938155,0.289934241,1.050913062,0.644782992,0.455779122,0.211636012,0.497241909,0.585837562,0.100036665,0.785108721,0.138401832,0.005678143,0.053718795,0.016818688,1.388611666,0.042312005,0.356888432,3.834034939,1.278398897,0.691839611,0.001453403,0.003654376,0.922284719,0.000566878,1.051618192,0.094718986,0.343887879
38,7f5c559222cca6a0687003220be61756,1.446184851,1.187473612,0.973756566,0.364416817,0.62103918,17.01227978,0.21854025,0.29949302,1.043568617,0.644072957,0.452271654,0.208923667,0.497836001,0.590411534,0.099202553,0.785810363,0.137436189,0.005749175,0.052199489,0.016853998,1.391765302,0.042359658,0.361492108,3.813439178,1.288137316,0.691521315,0.001478139,0.003774601,0.918400813,0.000563593,1.060248811,0.094549506,0.332485855
38,71a7972ede17773642daa59d4b7a6c81,1.452742547,1.192483651,0.982689444,0.36323982,0.624122928,16.912832,0.218427939,0.308827181,1.047771142,0.643100073,0.4560969,0.211278037,0.498894568,0.587512047,0.099238534,0.784974369,0.137961614,0.005724541,0.053290597,0.016805195,1.388771722,0.042395249,0.358995739,3.803228341,1.303353024,0.691566465,0.001454902,0.003569234,0.921418167,0.000560938,1.06402276,0.094495121,0.334900335
38,cf19321dcffb044571c0853a56773c5a,1.461267817,1.199491757,0.996460234,0.353081707,0.622403967,16.93702319,0.218262661,0.302755138,1.04749921,0.645361659,0.453492027,0.20746461,0.496421008,0.591434134,0.10009272,0.777604434,0.13790245,0.005718316,0.053788037,0.016723344,1.391551406,0.042410146,0.360269281,3.817481215,1.316557755,0.691991891,0.001470732,0.003479641,0.924627107,0.000561575,1.063579964,0.094400329,0.324418586
38,caef356b52b1007e5c474997eabeb879,1.44925519,1.193169815,1.009232777,0.37772714,0.610865914,17.21560333,0.219928854,0.288216487,1.030860276,0.639832795,0.448125349,0.216480675,0.504847035,0.599133734,0.100548788,0.771683706,0.138892478,0.005645623,0.056329114,0.016567493,1.402186853,0.042316408,0.356857826,3.842054081,1.292401822,0.692401355,0.001494529,0.003013206,0.923072592,0.000566852,1.067920446,0.093946989,0.302022277
38,1739b6f342ef64b83e9a170ace514e28,1.450290609,1.207924686,1.012365342,0.379693213,0.608075336,17.29356727,0.219609731,0.299993747,1.035527595,0.636894378,0.443435897,0.218272491,0.503607645,0.59376939,0.101069287,0.765300789,0.138910966,0.005631741,0.055406701,0.016430991,1.394216649,0.042316661,0.356382811,3.81482087,1.319750073,0.692073466,0.001476332,0.003168849,0.923036129,0.000566301,1.071212454,0.094215976,0.31592469
38,82c939c957f292ea08a23adba76ddb69,1.451550498,1.20608785,1.022760208,0.38536712,0.599212772,17.37178387,0.219683519,0.297763948,1.03316017,0.63969413,0.445154767,0.218189707,0.502988116,0.594092792,0.101397509,0.764059043,0.139169445,0.005593915,0.055462725,0.016399335,1.400868018,0.04226576,0.359445028,3.807688563,1.316288882,0.692896853,0.001484414,0.003101522,0.92505437,0.00056664,1.076584184,0.094097514,0.317825085
38,1fd6187120bbf237c2a95d46f263809d,1.461300772,1.196737757,1.030576271,0.390569573,0.599207121,16.95143461,0.218943274,0.314592626,1.054452267,0.642958988,0.457706356,0.222666288,0.496231452,0.587751609,0.102039172,0.802609402,0.140450579,0.005547286,0.056992742,0.016288162,1.390293014,0.042221231,0.35725251,3.781941815,1.346398333,0.689209235,0.001522994,0.002751989,0.927002734,0.000565463,1.070375735,0.093666186,0.328303444
38,9131aab5dfc8698f9ab00d0a0cd8353d,2.326792955,1.416099817,1.634821742,0.308045509,1.378988295,19.72175503,0.207632839,0.615338997,0.328872268,0.513517741,0.523763099,0.494582606,0.46039824,0.596340737,0.165613297,0.837934734,0.103647035,0.00157437,0.03289622,0.016529218,1.174252778,0.045358539,0.325394162,3.527006036,3.210409249,0.708725411,0.001449255,0.003614724,0.906075826,0.000304299,0.780649584,0.086880218,0.355942686
38,e0339c4fdd24136483bd567bc3a0ba03,2.311062277,1.413303253,1.638476123,0.307461085,1.390317946,19.79153992,0.208169915,0.625101965,0.3229739,0.517484395,0.525694964,0.490794446,0.459901513,0.598128879,0.166161117,0.835099129,0.104249164,0.001611727,0.032712499,0.016446547,1.173991646,0.045351761,0.328748701,3.542277825,3.216209728,0.708715111,0.001443189,0.003519348,0.90482279,0.000301485,0.775461333,0.086741285,0.345589634
38,3206f72dc45817849d73a323078ee211,2.326629129,1.420089393,1.634320668,0.306876009,1.394705472,19.71568719,0.207801986,0.62031844,0.326795221,0.513620938,0.523910309,0.489152489,0.458669463,0.594760002,0.165814136,0.825947264,0.10366005,0.001650663,0.033644626,0.016395639,1.180094881,0.045366314,0.325019285,3.531216094,3.208736894,0.707892996,0.001435233,0.003796322,0.908302797,0.000303446,0.775389702,0.086885712,0.343249285
38,b895c102e152c1d9fd84052f22e6589c,2.334461671,1.417966849,1.647318668,0.300050674,1.384840147,19.62603969,0.208185129,0.620693089,0.32603647,0.513583398,0.524037231,0.485976676,0.459919994,0.591727646,0.166152749,0.828376845,0.103269664,0.001603724,0.032952737,0.01631785,1.180398385,0.045436523,0.326611663,3.530621318,3.226371089,0.707630446,0.001422198,0.00388026,0.907174933,0.000304646,0.777890913,0.086816874,0.345636023
38,b69e68c5f853607e09e776f7f6318bd9,2.392136613,1.400615484,1.608051451,0.244705989,1.436165603,19.80406119,0.208999518,0.56941253,0.34859494,0.504474286,0.517720257,0.487155771,0.433088173,0.600947413,0.165031675,0.77095181,0.101989963,0.001107858,0.03609938,0.016098281,1.270543095,0.045496056,0.327813096,3.509486631,3.255364713,0.707008356,0.001496985,0.003761318,0.902508278,0.00030166,0.758381858,0.086402541,0.387636973
38,a339aa7308f0c0ab2121825d0374fce7,2.30308338,1.346920761,1.581135573,0.266613396,1.416376894,20.32551943,0.208010535,0.549857885,0.354476731,0.52066573,0.507376064,0.488406709,0.456323367,0.600876479,0.158938359,0.773704428,0.102670402,0.00142263,0.036856269,0.016200471,1.258308243,0.045453318,0.323204911,3.425430658,3.269736568,0.712765044,0.001488705,0.004251723,0.892585344,0.000304447,0.746198699,0.086694776,0.413915083
38,9e7d2205cfdb11499d34b99f589b12ee,2.3126112,1.342577647,1.574962937,0.275584832,1.427730202,20.33923158,0.207686965,0.545032346,0.357862647,0.520633472,0.510290528,0.490046776,0.45904318,0.597295677,0.159536323,0.767998234,0.103081604,0.001454652,0.03802027,0.016119264,1.252772367,0.045519629,0.320910285,3.406702849,3.268979371,0.712778428,0.001475031,0.004480084,0.892970011,0.000301969,0.743598538,0.08674401,0.402733198
38,cd005df4f14120685f66cd91a3bd7cd2,2.300915872,1.339487818,1.587015341,0.281895865,1.435890197,20.35189077,0.207115682,0.548093539,0.36522759,0.52427136,0.513833686,0.487036664,0.46236896,0.597378604,0.159579638,0.762403624,0.102482858,0.001467518,0.036875788,0.016125072,1.260075957,0.045444165,0.317359645,3.414296023,3.286401042,0.711947118,0.00145372,0.004440241,0.890157961,0.000305211,0.747653191,0.086717389,0.407956283
38,4005ba40b5bae4b17ddcbf0ca0305eaa,2.310542113,1.336854577,1.598819882,0.274856989,1.436019952,20.34180285,0.207418848,0.550050316,0.355206585,0.527933462,0.51011164,0.490546221,0.462932,0.595607701,0.160147487,0.765751667,0.102198723,0.001481704,0.035597621,0.016123281,1.253259388,0.045445946,0.319556886,3.424275753,3.296247782,0.71246203,0.001448913,0.004308531,0.886634588,0.000301696,0.746746163,0.086655534,0.403529282
38,9c74345867852b7fd7b61c5c8634f874,2.309033526,1.340742163,1.587514287,0.264022453,1.445859722,20.29381844,0.20757893,0.555795567,0.346135295,0.525736009,0.506839213,0.486858909,0.463270713,0.594336682,0.159277034,0.766287274,0.102590231,0.001460755,0.035149643,0.016198613,1.248920294,0.045475272,0.321221735,3.436188192,3.287330195,0.711584208,0.001434382,0.004490502,0.888772997,0.000302408,0.748224298,0.086574385,0.395468318
38,53ed72822faa8fe62cdb8a23c2048874,2.321338044,1.339616402,1.573865885,0.270560044,1.435943717,20.45909206,0.207596695,0.549266329,0.34614302,0.522759241,0.509142922,0.48183303,0.463800501,0.599478899,0.159475247,0.772527349,0.101071843,0.001410355,0.033504146,0.016221943,1.238357749,0.045574512,0.324547048,3.438121024,3.26965256,0.710361119,0.001428113,0.004355247,0.89453079,0.000303605,0.750848708,0.086455697,0.397125675
38,5aa4f6aaf548dd0953501aba913178c8,2.335535297,1.338672345,1.568126778,0.274753382,1.430442325,20.37647114,0.207510333,0.546052958,0.337672672,0.518817899,0.50774262,0.482632545,0.467251219,0.599885824,0.159378507,0.769746309,0.100738192,0.001375044,0.03341615,0.016190683,1.240672736,0.04553785,0.320939994,3.450756601,3.266688094,0.711356552,0.00144441,0.004120968,0.896439754,0.000306007,0.749030861,0.086292299,0.392334485
38,0047ead8a046cd7c43fe854c9bb281ae,2.345508941,1.317039526,1.54093713,0.254929662,1.429329466,20.44325089,0.208117797,0.557337167,0.34814488,0.518575853,0.503712632,0.476172377,0.481640845,0.61017446,0.160354589,0.76971481,0.101184212,0.001331199,0.036281369,0.016264327,1.237395699,0.045690861,0.323797863,3.434994125,3.300042848,0.71239205,0.001506698,0.0037929,0.891978965,0.000307245,0.734567066,0.086426387,0.398463011
38,6f6560cd94645d245bf4c64f9c049137,2.394486681,1.33398229,1.531323636,0.27779866,1.431355631,20.39785346,0.20720386,0.532145798,0.327500774,0.512502113,0.492108817,0.485937988,0.490145999,0.623897324,0.160168781,0.771336347,0.101761487,0.001400712,0.031177361,0.01607278,1.235253678,0.045840899,0.329653352,3.397819427,3.271614627,0.713268441,0.001520265,0.003713245,0.889661445,0.000306558,0.72107585,0.086717387,0.394251773
38,63073b2ee45934f98de9e406887d82b0,2.360656165,1.327014099,1.529133918,0.313943309,1.420116983,20.11913585,0.207982351,0.531020945,0.323052686,0.504464349,0.492916245,0.482302223,0.499447906,0.630723066,0.157559053,0.802597304,0.101104436,0.001439638,0.032037345,0.015933718,1.250932954,0.045945407,0.324779211,3.370599931,3.261978323,0.715022593,0.00147119,0.003745576,0.890661988,0.000311111,0.710859025,0.087141193,0.381016373
38,999bbf47ad349c1303ccef624212cfc6,2.312085658,1.265099922,1.645886804,0.325940109,1.418915381,20.029516,0.200823152,0.50105268,0.386131481,0.5041565,0.467464707,0.469360619,0.493424926,0.584172085,0.15896945,0.794543297,0.100576569,0.001679928,0.030263356,0.016024703,1.188990322,0.045932797,0.336505651,3.390016687,3.297058518,0.706202603,0.001483253,0.00349844,0.892396951,0.000293798,0.772804395,0.087719271,0.338037016
38,d0d50f300ad95fce5334db31f38e89a1,2.300878519,1.254573687,1.645473756,0.313426234,1.432589799,20.1092896,0.200121731,0.507679164,0.386629661,0.500620856,0.465958637,0.465806554,0.499799201,0.581646445,0.159326831,0.794203186,0.100459546,0.001636399,0.029959012,0.015856069,1.189785818,0.045878116,0.337503281,3.386698369,3.307739904,0.706423481,0.001461297,0.003768905,0.889332435,0.000298814,0.775849567,0.087914019,0.346456851
38,6d7ab9ccba2311dad5eed22ad6fd6646,2.300378153,1.257034423,1.655658159,0.307137417,1.428240269,19.9901481,0.199964982,0.509257307,0.391611145,0.50133665,0.469224168,0.462790098,0.50301023,0.579284751,0.159138909,0.80285448,0.100529522,0.001622223,0.029506705,0.015872976,1.19396444,0.045918737,0.335513558,3.372823651,3.310079998,0.707258714,0.001463809,0.003546064,0.888932014,0.000298678,0.77178079,0.087802409,0.337560506
38,0b8fa9d207c53d9d717a57cc551d44ac,2.311133147,1.266886097,1.646099325,0.298866738,1.434745928,20.19504,0.199095436,0.524630629,0.402006905,0.501668365,0.468166105,0.460574624,0.502572307,0.583797075,0.158170831,0.799826819,0.100229498,0.001587245,0.030220309,0.015825983,1.195290682,0.04591978,0.333280245,3.397683217,3.308868539,0.706787389,0.001472335,0.003216131,0.884807662,0.000297573,0.766356879,0.08775268,0.337667683
38,dbbebe355c585f7052da99a79b0e5ca4,2.321922273,1.267567702,1.632679712,0.307231134,1.442660295,20.22224384,0.199002604,0.529382005,0.40182095,0.498488366,0.469118361,0.457123166,0.499958885,0.582653329,0.158455575,0.808609159,0.099975867,0.001589826,0.029215593,0.015837999,1.199996218,0.046002155,0.329501357,3.404105816,3.324294848,0.706489026,0.001458184,0.003010998,0.883387388,0.000301093,0.771936908,0.087889556,0.335673949
38,3a5555d4c71ca64066a4c63c3167969f,2.307206341,1.275531913,1.621800325,0.295907709,1.438497019,20.2757622,0.199348967,0.533661834,0.407747159,0.498767095,0.465924536,0.456930145,0.501063018,0.579708372,0.157708688,0.812476111,0.100313836,0.001630722,0.030496111,0.015876926,1.193663323,0.046042942,0.32976764,3.409979051,3.308661597,0.706155374,0.001459622,0.00300411,0.885818333,0.000304456,0.769708927,0.087960381,0.332652495
38,694a9162940acf47053c18051d93af28,2.321245714,1.269541816,1.630731563,0.29233389,1.43918961,20.2660185,0.199859269,0.531421915,0.419279493,0.496633218,0.465823112,0.454704932,0.50375224,0.576179252,0.157162717,0.805361866,0.099721613,0.001671074,0.031679892,0.015832328,1.196014933,0.046077597,0.328381572,3.415945545,3.318115893,0.70631592,0.001449279,0.0030692,0.888335558,0.000308332,0.765486251,0.087823958,0.340970227
38,1806e92c0a48b0a6a220459221feda7c,2.323440038,1.266366063,1.642071682,0.280932822,1.446857825,20.22488651,0.200350347,0.536059978,0.412575574,0.492915293,0.468684836,0.453036239,0.50158928,0.573245339,0.157890706,0.807427478,0.099796765,0.001685815,0.031424059,0.015758742,1.201971128,0.046144359,0.329182167,3.397576717,3.308809277,0.706522271,0.001454445,0.003060358,0.887106387,0.00031014,0.76100947,0.087733011,0.343691875
38,950082ea781477f4481ce01829b3ba00,2.306320688,1.264941545,1.632674933,0.286021418,1.445247312,20.52427782,0.199860881,0.537654198,0.421736806,0.489052107,0.470413561,0.446768316,0.499201113,0.578400054,0.158297965,0.801727951,0.09968375,0.001624254,0.032426664,0.015818367,1.188537099,0.046051823,0.3246096,3.408824267,3.354240354,0.705583321,0.001444955,0.002891352,0.88623256,0.000313855,0.771867308,0.0881008,0.352825621
38,4be6d67c0468846a26bd61a114ca52ae,2.301166917,1.25756997,1.630137687,0.285928142,1.441319895,20.62834067,0.200402833,0.538343723,0.431759023,0.492957419,0.466694728,0.443894717,0.500780835,0.578366404,0.15852402,0.810790673,0.099841695,0.001605181,0.032825857,0.015817851,1.189558794,0.046113477,0.322938508,3.39490058,3.356211382,0.705819219,0.001440459,0.003127428,0.884984817,0.000317667,0.773917323,0.08794018,0.363169509
